word_length,raw_corr,transformed_corr,p-value
3,0.002977111527763607,0.0029771203233817808,0.5892336029630365
3,0.003879019215847636,0.003879038671619233,0.48172956779360177
3,0.0014798207649524176,0.0014798218451586213,0.7884000551016516
3,0.003030855181874527,0.0030308644624882338,0.5825290733199838
3,-0.0010084818998817406,-0.0010084822417693285,0.8548733250102537
3,-0.0015057470680137196,-0.0015057482059957772,0.7847832996688076
3,0.002505271309882688,0.0025052765512509614,0.6495619082690948
3,0.0023658464658829186,0.00236585087995962,0.6678621763924061
3,-0.003492282647204419,-0.003492296844645704,0.5264841818921864
3,-0.0013347527171628816,-0.0013347535098132217,0.8087194104297855
3,-0.005728075084828312,-0.005728137733721336,0.2988584100290219
3,0.00011225616545333444,0.00011225616592486448,0.9837566610359901
3,-0.00529431229308369,-0.005294361759985993,0.33694795813128114
3,0.0013298265219376915,0.0013298273058440313,0.8094117656285638
3,-0.007845898382309712,-0.007846059381177998,0.15473662447054137
3,-0.008608981830728907,-0.008609194523844083,0.11842880277892759
3,-4.716968773915914e-05,-4.7169687774143e-05,0.9931742117907062
3,-0.006674999962465801,-0.006675099101380084,0.2260375438619332
3,0.00946191904621821,0.009462201430005795,0.08614272833823003
3,-0.0024417976598683348,-0.0024418025128574643,0.6578678067608247
3,0.004731904743770072,0.004731940061482022,0.39077662737053054
3,-0.006959600663358936,-0.006959713031793168,0.20685963276392583
3,0.0018942124792761788,0.0018942147447850162,0.7311881991972425
3,-0.0010323999492829646,-0.0010324003160775757,0.8514709424432582
3,0.001467657535521344,0.0014676585893099365,0.7900984209981167
3,-0.0005121116287584012,-0.0005121116735269202,0.9259993190351979
3,-0.004424328066271048,-0.004424356934877095,0.42230711332698734
3,-0.002705161400967924,-0.0027051679996954845,0.6236922239487619
3,-0.007574749061306631,-0.007574893937973785,0.16949787644281283
3,-0.0010799391027719483,-0.0010799395226052154,0.8447166799301057
3,0.0009347997644931019,0.0009348000367850229,0.8653714352382976
3,-0.0032617409563239323,-0.003261752523568507,0.554139002455383
3,0.005847789044675283,0.005847855704282184,0.288873020750849
3,0.0065486879455418055,0.006548781562129876,0.23494382109262096
3,-0.0013940703557292042,-0.0013940712588239768,0.8003944813904542
3,-0.005181375550449918,-0.005181421918726609,0.34735614142258414
3,0.0019325987348310664,0.001932601140881859,0.7259579688143271
3,0.0055159790956659255,0.005516035039793884,0.31710886288776197
3,-0.00978209405597883,-0.009782406088013909,0.07603365948579568
3,-0.012778847911955564,-0.012779543570949334,0.020463525375666498
3,0.0018560542735938813,0.001856056404928589,0.7363997699913374
3,-0.007597532560055485,-0.007597678747978786,0.16821831311696656
3,0.0028087587252628625,0.0028087661115145913,0.610462510641166
3,-0.00416093487917321,-0.004160958892703612,0.4504566517181668
3,0.0054674156627246544,0.005467470142186942,0.3213883845265898
3,-0.005031359371353907,-0.005031401827577046,0.3614942296168996
3,-0.007060697600028599,-0.007060814936918075,0.20033982642646803
3,0.01013822214498699,0.010138569513891233,0.065948650597108
3,-0.0013746695512570789,-0.0013746704171699144,0.8031148411315466
3,-0.009265636554157328,-0.009265901725690685,0.09285924001679546
3,0.006308022519762611,0.006308106189579666,0.2525946067008826
3,0.0029225628063981914,0.002922571127340865,0.5960747387330828
3,-0.0030112328336049654,-0.003011241935128987,0.584972835677459
3,0.002293989231053374,0.0022939932550188036,0.6773723905441592
3,-0.002967650164158981,-0.002967658876184745,0.5904175847257538
3,0.009201766721722602,0.009202026447148404,0.09513328356361284
3,-0.007185908524536056,-0.007186032215294992,0.19247447178831184
3,0.0003916624524684183,0.00039166247249535857,0.9433706009668794
3,-0.003540645224252522,-0.0035406600197389754,0.5207735574462474
3,-0.0069932545492421335,-0.006993368555712138,0.2046723877033171
3,-0.000613866000057216,-0.0006138660771652417,0.911351321787633
3,-0.010279993545097697,-0.010280355692029133,0.06225334545094977
3,0.004814690058599817,0.004814727262613115,0.38254074183356973
3,-0.012635140697044071,-0.012635813147968893,0.021924576769605193
3,0.0053463312015098845,0.00534638214090364,0.3322220894064257
3,0.005396770009785666,0.005396822404571083,0.32768086430011545
3,-0.0021673945161182536,-0.002167397909977915,0.6942519883638784
3,-0.010593113593066777,-0.010593509851825823,0.054696308521992774
